Episode,Epsilon,Action Type,Score,Avg Score,Position
230,0.0991,argmax,-200.00,-200.00,-0.61
231,0.0981,argmax,-200.00,-200.00,-0.23
232,0.0971,argmax,-200.00,-200.00,-0.40
233,0.0962,argmax,-200.00,-200.00,-0.59
234,0.0952,argmax,-200.00,-200.00,-0.55
235,0.0942,argmax,-200.00,-200.00,-0.37
236,0.0933,argmax,-200.00,-200.00,-0.70
237,0.0924,argmax,-200.00,-200.00,-0.80
238,0.0914,argmax,-200.00,-200.00,-0.79
239,0.0905,argmax,-200.00,-200.00,-0.39
240,0.0896,random,-200.00,-200.00,-0.73
241,0.0887,argmax,-200.00,-200.00,-0.69
242,0.0878,argmax,-200.00,-200.00,-0.21
243,0.0870,argmax,-200.00,-200.00,-0.65
244,0.0861,argmax,-200.00,-200.00,-0.77
245,0.0852,argmax,-200.00,-200.00,-0.65
246,0.0844,random,-200.00,-200.00,-0.79
247,0.0835,argmax,-200.00,-200.00,-0.42
248,0.0827,argmax,-200.00,-200.00,-0.70
249,0.0819,argmax,-200.00,-200.00,-0.43
250,0.0811,argmax,-200.00,-200.00,-0.49
251,0.0802,argmax,-200.00,-200.00,-0.62
252,0.0794,random,-200.00,-200.00,-0.22
253,0.0787,argmax,-200.00,-200.00,-0.65
254,0.0779,argmax,-200.00,-200.00,-0.72
255,0.0771,argmax,-200.00,-200.00,-0.72
256,0.0763,argmax,-200.00,-200.00,-0.38
257,0.0756,argmax,-200.00,-200.00,-0.30
258,0.0748,argmax,-200.00,-200.00,-0.33
259,0.0740,argmax,-200.00,-200.00,-0.35
260,0.0733,argmax,-200.00,-200.00,-0.70
261,0.0726,argmax,-200.00,-200.00,-0.51
262,0.0718,argmax,-200.00,-200.00,-0.62
263,0.0711,argmax,-200.00,-200.00,-0.80
264,0.0704,argmax,-200.00,-200.00,-0.68
265,0.0697,argmax,-200.00,-200.00,-0.31
266,0.0690,argmax,-200.00,-200.00,-0.41
267,0.0683,argmax,-200.00,-200.00,-0.37
268,0.0676,argmax,-200.00,-200.00,-0.70
269,0.0670,argmax,-200.00,-200.00,-0.88
270,0.0663,argmax,-200.00,-200.00,-0.70
271,0.0656,argmax,-200.00,-200.00,-0.70
272,0.0650,argmax,-200.00,-200.00,-1.10
273,0.0643,argmax,-200.00,-200.00,0.25
274,0.0637,argmax,-200.00,-200.00,-0.14
275,0.0630,argmax,-200.00,-200.00,-0.04
276,0.0624,argmax,-200.00,-200.00,-0.08
277,0.0618,argmax,-200.00,-200.00,-0.25
278,0.0612,argmax,-200.00,-200.00,-0.29
279,0.0606,argmax,-200.00,-200.00,-0.50
280,0.0600,argmax,-200.00,-200.00,-0.22
281,0.0594,argmax,-200.00,-200.00,-0.43
282,0.0588,argmax,-200.00,-200.00,-0.80
283,0.0582,argmax,-200.00,-200.00,-0.54
284,0.0576,argmax,-200.00,-200.00,-0.50
285,0.0570,argmax,-200.00,-200.00,-0.45
286,0.0565,argmax,-200.00,-200.00,-0.33
287,0.0559,argmax,-200.00,-200.00,-0.31
288,0.0553,argmax,-200.00,-200.00,-0.61
289,0.0548,argmax,-200.00,-200.00,-0.64
290,0.0542,argmax,-200.00,-200.00,-0.49
291,0.0537,argmax,-200.00,-200.00,-0.61
292,0.0531,argmax,-200.00,-200.00,-0.35
293,0.0526,argmax,-200.00,-200.00,-0.64
294,0.0521,argmax,-200.00,-200.00,-0.67
295,0.0516,argmax,-200.00,-200.00,-0.64
296,0.0511,argmax,-200.00,-200.00,-0.62
297,0.0505,argmax,-200.00,-200.00,-0.42
298,0.0500,argmax,-200.00,-200.00,-0.54
299,0.0495,argmax,-200.00,-200.00,-0.31
300,0.0490,argmax,-200.00,-200.00,-0.39
301,0.0486,argmax,-200.00,-200.00,-0.37
302,0.0481,argmax,-200.00,-200.00,-0.73
303,0.0476,argmax,-200.00,-200.00,-0.27
304,0.0471,argmax,-200.00,-200.00,-0.70
305,0.0466,argmax,-200.00,-200.00,-0.78
306,0.0462,argmax,-200.00,-200.00,-0.81
307,0.0457,argmax,-200.00,-200.00,-0.74
308,0.0453,argmax,-200.00,-200.00,-0.66
309,0.0448,argmax,-200.00,-200.00,-0.38
310,0.0444,argmax,-200.00,-200.00,-0.69
311,0.0439,argmax,-200.00,-200.00,-0.77
312,0.0435,argmax,-200.00,-200.00,-0.48
313,0.0430,argmax,-200.00,-200.00,-0.36
314,0.0426,argmax,-200.00,-200.00,-0.64
315,0.0422,argmax,-200.00,-200.00,-0.67
316,0.0418,argmax,-200.00,-200.00,-0.27
317,0.0413,argmax,-200.00,-200.00,-0.33
318,0.0409,argmax,-200.00,-200.00,-0.29
319,0.0405,argmax,-200.00,-200.00,-0.51
320,0.0401,argmax,-200.00,-200.00,-0.95
321,0.0397,argmax,-200.00,-200.00,-0.83
322,0.0393,random,-200.00,-200.00,-0.06
323,0.0389,argmax,-200.00,-200.00,-0.07
324,0.0385,argmax,-200.00,-200.00,-0.25
325,0.0381,argmax,-200.00,-200.00,-0.23
326,0.0378,argmax,-200.00,-200.00,-0.28
327,0.0374,argmax,-200.00,-200.00,-0.22
328,0.0370,argmax,-200.00,-200.00,-0.58
329,0.0366,argmax,-200.00,-200.00,-0.54
330,0.0363,argmax,-200.00,-200.00,-0.68
331,0.0359,argmax,-200.00,-200.00,-0.68
332,0.0356,argmax,-200.00,-200.00,-0.38
333,0.0352,argmax,-200.00,-200.00,-0.27
334,0.0348,argmax,-200.00,-200.00,-0.38
335,0.0345,argmax,-200.00,-200.00,-0.91
336,0.0342,argmax,-200.00,-200.00,-0.74
337,0.0338,argmax,-200.00,-200.00,-0.68
338,0.0335,argmax,-200.00,-200.00,-0.39
339,0.0331,argmax,-200.00,-200.00,-0.75
340,0.0328,argmax,-200.00,-200.00,-0.42
341,0.0325,argmax,-200.00,-200.00,-0.73
342,0.0322,argmax,-200.00,-200.00,-0.61
343,0.0318,argmax,-200.00,-200.00,-0.42
344,0.0315,argmax,-200.00,-200.00,-0.48
345,0.0312,argmax,-200.00,-200.00,-0.60
346,0.0309,argmax,-200.00,-200.00,-0.51
347,0.0306,argmax,-200.00,-200.00,-0.49
348,0.0303,argmax,-200.00,-200.00,-0.83
349,0.0300,argmax,-200.00,-200.00,-0.29
350,0.0297,argmax,-200.00,-200.00,-0.33
351,0.0294,argmax,-200.00,-200.00,-0.85
352,0.0291,argmax,-200.00,-200.00,-0.43
353,0.0288,argmax,-200.00,-200.00,-0.40
354,0.0285,argmax,-200.00,-200.00,-0.50
355,0.0282,argmax,-200.00,-200.00,-0.55
356,0.0279,argmax,-200.00,-200.00,-0.36
357,0.0277,argmax,-200.00,-200.00,-0.43
358,0.0274,argmax,-200.00,-200.00,-0.43
359,0.0271,argmax,-200.00,-200.00,-0.58
360,0.0268,argmax,-200.00,-200.00,-0.55
361,0.0266,argmax,-200.00,-200.00,-0.37
362,0.0263,argmax,-200.00,-200.00,-0.84
363,0.0260,argmax,-200.00,-200.00,-1.01
364,0.0258,argmax,-200.00,-200.00,-0.72
365,0.0255,argmax,-200.00,-200.00,-0.13
366,0.0253,argmax,-200.00,-200.00,-0.92
367,0.0250,argmax,-200.00,-200.00,-0.61
368,0.0248,argmax,-200.00,-200.00,-0.24
369,0.0245,argmax,-200.00,-200.00,-0.25
370,0.0243,argmax,-200.00,-200.00,-0.22
371,0.0240,argmax,-200.00,-200.00,-0.37
372,0.0238,argmax,-200.00,-200.00,-0.62
373,0.0235,argmax,-200.00,-200.00,-0.58
374,0.0233,argmax,-200.00,-200.00,-0.65
375,0.0231,argmax,-200.00,-200.00,-0.71
376,0.0228,argmax,-200.00,-200.00,-0.71
377,0.0226,argmax,-200.00,-200.00,-0.34
378,0.0224,argmax,-200.00,-200.00,-0.63
379,0.0222,argmax,-200.00,-200.00,-0.45
380,0.0219,argmax,-200.00,-200.00,-0.53
381,0.0217,argmax,-200.00,-200.00,-0.42
382,0.0215,argmax,-200.00,-200.00,-0.55
383,0.0213,argmax,-200.00,-200.00,-0.54
384,0.0211,argmax,-200.00,-200.00,-0.67
385,0.0209,argmax,-200.00,-200.00,-0.34
386,0.0207,argmax,-200.00,-200.00,-0.35
387,0.0205,random,-200.00,-200.00,-0.81
388,0.0203,argmax,-200.00,-200.00,-0.37
389,0.0200,argmax,-200.00,-200.00,-0.57
390,0.0198,argmax,-200.00,-200.00,-0.27
391,0.0196,argmax,-200.00,-200.00,-0.85
392,0.0195,argmax,-200.00,-200.00,-0.41
393,0.0193,argmax,-200.00,-200.00,-0.79
394,0.0191,argmax,-200.00,-200.00,-0.64
395,0.0189,argmax,-200.00,-200.00,-0.55
396,0.0187,argmax,-200.00,-200.00,-0.52
397,0.0185,argmax,-200.00,-200.00,-0.53
398,0.0183,argmax,-200.00,-200.00,-0.52
399,0.0181,argmax,-200.00,-200.00,-0.68
400,0.0180,argmax,-200.00,-200.00,-0.75
401,0.0178,argmax,-200.00,-200.00,-0.65
402,0.0176,argmax,-200.00,-200.00,-0.82
403,0.0174,argmax,-200.00,-200.00,-0.48
404,0.0172,argmax,-200.00,-200.00,-0.62
405,0.0171,argmax,-200.00,-200.00,-0.58
406,0.0169,argmax,-200.00,-200.00,-0.15
407,0.0167,argmax,-200.00,-200.00,-0.50
408,0.0166,argmax,-200.00,-200.00,-0.64
409,0.0164,argmax,-200.00,-200.00,-0.58
410,0.0162,argmax,-200.00,-200.00,-0.62
411,0.0161,random,-200.00,-200.00,-0.58
412,0.0159,argmax,-200.00,-200.00,-0.67
413,0.0158,argmax,-200.00,-200.00,-0.68
414,0.0156,argmax,-200.00,-200.00,-0.62
415,0.0154,argmax,-200.00,-200.00,-0.63
416,0.0153,argmax,-200.00,-200.00,-0.54
417,0.0151,argmax,-200.00,-200.00,-0.57
418,0.0150,argmax,-200.00,-200.00,-0.59
419,0.0148,argmax,-200.00,-200.00,-0.59
420,0.0147,argmax,-200.00,-200.00,-0.61
421,0.0145,argmax,-200.00,-200.00,-0.35
422,0.0144,argmax,-200.00,-200.00,-0.54
423,0.0142,argmax,-200.00,-200.00,-0.68
424,0.0141,argmax,-200.00,-200.00,-0.88
425,0.0140,argmax,-200.00,-200.00,-0.57
426,0.0138,argmax,-200.00,-200.00,-0.37
427,0.0137,argmax,-200.00,-200.00,-0.59
428,0.0135,argmax,-200.00,-200.00,-0.44
429,0.0134,argmax,-200.00,-200.00,-0.64
430,0.0133,argmax,-200.00,-200.00,-0.51
431,0.0131,argmax,-200.00,-200.00,-0.67
432,0.0130,argmax,-200.00,-200.00,-0.41
433,0.0129,argmax,-200.00,-200.00,-0.87
434,0.0128,argmax,-200.00,-200.00,-0.71
435,0.0126,argmax,-200.00,-200.00,-0.26
436,0.0125,argmax,-200.00,-200.00,-0.69
437,0.0124,argmax,-200.00,-200.00,-0.67
438,0.0123,argmax,-200.00,-200.00,-0.76
439,0.0121,argmax,-200.00,-200.00,-0.51
440,0.0120,argmax,-200.00,-200.00,-0.40
441,0.0119,argmax,-200.00,-200.00,-0.84
442,0.0118,argmax,-200.00,-200.00,-0.40
443,0.0117,argmax,-200.00,-200.00,-0.52
444,0.0115,argmax,-200.00,-200.00,-0.29
445,0.0114,argmax,-200.00,-200.00,-0.29
446,0.0113,argmax,-200.00,-200.00,-0.64
447,0.0112,argmax,-200.00,-200.00,-0.81
448,0.0111,argmax,-200.00,-200.00,-0.33
449,0.0110,argmax,-200.00,-200.00,-0.29
450,0.0109,argmax,-200.00,-200.00,-0.42
451,0.0108,argmax,-200.00,-200.00,-0.39
452,0.0106,argmax,-200.00,-200.00,-0.22
453,0.0105,argmax,-200.00,-200.00,-0.54
454,0.0104,argmax,-200.00,-200.00,-0.59
455,0.0103,argmax,-200.00,-200.00,-0.33
456,0.0102,argmax,-200.00,-200.00,-0.63
457,0.0101,argmax,-200.00,-200.00,-0.49
458,0.0100,argmax,-200.00,-200.00,-0.72
459,0.0100,argmax,-200.00,-200.00,-0.52
460,0.0100,argmax,-200.00,-200.00,-0.79
461,0.0100,argmax,-200.00,-200.00,-0.62
462,0.0100,argmax,-200.00,-200.00,-0.52
463,0.0100,argmax,-200.00,-200.00,-0.32
464,0.0100,argmax,-200.00,-200.00,-0.52
465,0.0100,argmax,-200.00,-200.00,-0.53
466,0.0100,argmax,-200.00,-200.00,-0.51
467,0.0100,argmax,-200.00,-200.00,-0.84
468,0.0100,argmax,-200.00,-200.00,-0.74
469,0.0100,argmax,-200.00,-200.00,-0.70
470,0.0100,argmax,-200.00,-200.00,-0.73
471,0.0100,random,-200.00,-200.00,-0.78
472,0.0100,argmax,-200.00,-200.00,-0.76
473,0.0100,argmax,-200.00,-200.00,-0.77
474,0.0100,argmax,-200.00,-200.00,-0.65
475,0.0100,argmax,-200.00,-200.00,-0.34
476,0.0100,argmax,-200.00,-200.00,-0.53
477,0.0100,argmax,-200.00,-200.00,-0.61
478,0.0100,argmax,-200.00,-200.00,-0.53
479,0.0100,argmax,-200.00,-200.00,-0.60
480,0.0100,argmax,-200.00,-200.00,-0.55
481,0.0100,argmax,-200.00,-200.00,-0.45
482,0.0100,argmax,-200.00,-200.00,-0.55
483,0.0100,argmax,-200.00,-200.00,-0.52
484,0.0100,argmax,-200.00,-200.00,-0.52
485,0.0100,argmax,-200.00,-200.00,-0.71
486,0.0100,argmax,-200.00,-200.00,-0.37
487,0.0100,argmax,-200.00,-200.00,-0.35
488,0.0100,argmax,-200.00,-200.00,-0.42
489,0.0100,argmax,-200.00,-200.00,-0.52
490,0.0100,argmax,-200.00,-200.00,-0.49
491,0.0100,argmax,-200.00,-200.00,-0.62
492,0.0100,argmax,-200.00,-200.00,-0.42
493,0.0100,argmax,-200.00,-200.00,-0.63
494,0.0100,argmax,-200.00,-200.00,-0.52
495,0.0100,argmax,-200.00,-200.00,-0.53
496,0.0100,argmax,-200.00,-200.00,-0.32
497,0.0100,argmax,-200.00,-200.00,-0.54
498,0.0100,argmax,-200.00,-200.00,-0.49
499,0.0100,argmax,-200.00,-200.00,-0.54
500,0.0100,argmax,-200.00,-200.00,-0.63
501,0.0100,argmax,-200.00,-200.00,-0.34
502,0.0100,argmax,-200.00,-200.00,-0.59
503,0.0100,argmax,-200.00,-200.00,-0.32
504,0.0100,argmax,-200.00,-200.00,-0.54
505,0.0100,argmax,-200.00,-200.00,-0.36
506,0.0100,argmax,-200.00,-200.00,-0.79
507,0.0100,argmax,-200.00,-200.00,-0.77
508,0.0100,argmax,-200.00,-200.00,-0.50
509,0.0100,argmax,-200.00,-200.00,-0.65
510,0.0100,argmax,-200.00,-200.00,-0.55
511,0.0100,argmax,-200.00,-200.00,-0.76
512,0.0100,argmax,-200.00,-200.00,-0.55
513,0.0100,argmax,-200.00,-200.00,-0.72
514,0.0100,argmax,-200.00,-200.00,-0.65
515,0.0100,argmax,-200.00,-200.00,-0.64
516,0.0100,argmax,-200.00,-200.00,-0.56
517,0.0100,argmax,-200.00,-200.00,-0.28
518,0.0100,argmax,-200.00,-200.00,-0.62
519,0.0100,argmax,-200.00,-200.00,-0.67
520,0.0100,argmax,-200.00,-200.00,-0.49
521,0.0100,argmax,-200.00,-200.00,-0.31
522,0.0100,argmax,-200.00,-200.00,-0.36
523,0.0100,argmax,-200.00,-200.00,-0.50
524,0.0100,argmax,-200.00,-200.00,-0.79
525,0.0100,argmax,-200.00,-200.00,-0.56
526,0.0100,argmax,-200.00,-200.00,-0.36
527,0.0100,argmax,-200.00,-200.00,-0.31
528,0.0100,argmax,-200.00,-200.00,-0.61
529,0.0100,argmax,-200.00,-200.00,-0.47
530,0.0100,argmax,-200.00,-200.00,-0.37
531,0.0100,argmax,-200.00,-200.00,-0.46
532,0.0100,argmax,-200.00,-200.00,-0.27
533,0.0100,argmax,-200.00,-200.00,-0.50
534,0.0100,argmax,-200.00,-200.00,-0.33
535,0.0100,argmax,-200.00,-200.00,-0.46
536,0.0100,argmax,-200.00,-200.00,-0.58
537,0.0100,argmax,-200.00,-200.00,-0.48
538,0.0100,argmax,-200.00,-200.00,-0.38
539,0.0100,argmax,-200.00,-200.00,-0.35
540,0.0100,argmax,-200.00,-200.00,-0.71
541,0.0100,argmax,-200.00,-200.00,-0.55
542,0.0100,argmax,-200.00,-200.00,-0.62
