Episode,Epsilon,Action Type,Score,Avg Score,Position
000,1.0000,random,-200.00,-200.00,-0.47
001,0.9900,random,-200.00,-200.00,-0.40
002,0.9801,random,-200.00,-200.00,-0.52
003,0.9703,random,-200.00,-200.00,-0.45
004,0.9606,random,-200.00,-200.00,-0.54
005,0.9510,random,-200.00,-200.00,-0.57
006,0.9415,random,-200.00,-200.00,-0.52
007,0.9321,random,-200.00,-200.00,-0.41
008,0.9227,random,-200.00,-200.00,-0.55
009,0.9135,random,-200.00,-200.00,-0.74
010,0.9044,random,-200.00,-200.00,-0.57
011,0.8953,random,-200.00,-200.00,-0.35
012,0.8864,random,-200.00,-200.00,-0.55
013,0.8775,argmax,-200.00,-200.00,-0.44
014,0.8687,random,-200.00,-200.00,-0.68
015,0.8601,random,-200.00,-200.00,-0.67
016,0.8515,argmax,-200.00,-200.00,-0.70
017,0.8429,argmax,-200.00,-200.00,-0.48
018,0.8345,random,-200.00,-200.00,-0.61
019,0.8262,random,-200.00,-200.00,-0.52
020,0.8179,random,-200.00,-200.00,-0.47
021,0.8097,random,-200.00,-200.00,-0.48
022,0.8016,random,-200.00,-200.00,-0.48
023,0.7936,random,-200.00,-200.00,-0.49
024,0.7857,random,-200.00,-200.00,-0.64
025,0.7778,random,-200.00,-200.00,-0.51
026,0.7700,argmax,-200.00,-200.00,-0.66
027,0.7623,random,-200.00,-200.00,-0.57
028,0.7547,argmax,-200.00,-200.00,-0.30
029,0.7472,random,-200.00,-200.00,-0.43
030,0.7397,random,-200.00,-200.00,-0.78
031,0.7323,random,-200.00,-200.00,-0.62
032,0.7250,argmax,-200.00,-200.00,-0.62
033,0.7177,random,-200.00,-200.00,-0.50
034,0.7106,random,-200.00,-200.00,-0.50
035,0.7034,argmax,-200.00,-200.00,-0.43
036,0.6964,argmax,-200.00,-200.00,-0.57
037,0.6894,random,-200.00,-200.00,-0.16
038,0.6826,argmax,-200.00,-200.00,-0.40
039,0.6757,random,-200.00,-200.00,-0.59
040,0.6690,random,-200.00,-200.00,-0.51
041,0.6623,random,-200.00,-200.00,-0.44
042,0.6557,random,-200.00,-200.00,-0.57
043,0.6491,random,-200.00,-200.00,-0.47
044,0.6426,argmax,-200.00,-200.00,-0.48
045,0.6362,argmax,-200.00,-200.00,-0.47
046,0.6298,random,-200.00,-200.00,-0.67
047,0.6235,random,-200.00,-200.00,-0.53
048,0.6173,random,-200.00,-200.00,-0.55
049,0.6111,random,-200.00,-200.00,-0.58
050,0.6050,random,-200.00,-200.00,-0.45
051,0.5990,argmax,-200.00,-200.00,-0.43
052,0.5930,argmax,-200.00,-200.00,-0.50
053,0.5870,random,-200.00,-200.00,-0.51
054,0.5812,argmax,-200.00,-200.00,-0.50
055,0.5754,argmax,-200.00,-200.00,-0.70
056,0.5696,argmax,-200.00,-200.00,-0.66
057,0.5639,random,-200.00,-200.00,-0.45
058,0.5583,random,-200.00,-200.00,-0.55
059,0.5527,random,-200.00,-200.00,-0.35
060,0.5472,random,-200.00,-200.00,-0.49
061,0.5417,argmax,-200.00,-200.00,-0.51
062,0.5363,random,-200.00,-200.00,-0.52
063,0.5309,argmax,-200.00,-200.00,-0.48
064,0.5256,argmax,-200.00,-200.00,-0.37
065,0.5203,argmax,-200.00,-200.00,-0.62
066,0.5151,random,-200.00,-200.00,-0.47
067,0.5100,argmax,-200.00,-200.00,-0.19
068,0.5049,random,-200.00,-200.00,-0.12
069,0.4998,random,-200.00,-200.00,-0.40
070,0.4948,argmax,-200.00,-200.00,-0.45
071,0.4899,argmax,-200.00,-200.00,-0.13
072,0.4850,random,-200.00,-200.00,-0.53
073,0.4801,argmax,-200.00,-200.00,-0.63
074,0.4753,argmax,-200.00,-200.00,-0.50
075,0.4706,argmax,-200.00,-200.00,-0.38
076,0.4659,random,-200.00,-200.00,-0.37
077,0.4612,argmax,-200.00,-200.00,-0.35
078,0.4566,random,-200.00,-200.00,-0.41
079,0.4520,random,-200.00,-200.00,-0.38
080,0.4475,argmax,-200.00,-200.00,-0.24
081,0.4430,argmax,-200.00,-200.00,-0.42
082,0.4386,argmax,-200.00,-200.00,-0.41
083,0.4342,argmax,-200.00,-200.00,-0.48
084,0.4299,argmax,-200.00,-200.00,-0.61
085,0.4256,random,-200.00,-200.00,-0.36
086,0.4213,random,-200.00,-200.00,-0.43
087,0.4171,argmax,-200.00,-200.00,-0.42
088,0.4129,argmax,-200.00,-200.00,-0.53
089,0.4088,random,-200.00,-200.00,-0.56
090,0.4047,argmax,-200.00,-200.00,-0.47
091,0.4007,argmax,-200.00,-200.00,-0.37
092,0.3967,random,-200.00,-200.00,-0.18
093,0.3927,argmax,-200.00,-200.00,-0.47
094,0.3888,argmax,-200.00,-200.00,-0.35
095,0.3849,argmax,-200.00,-200.00,-0.29
096,0.3810,random,-200.00,-200.00,-0.33
097,0.3772,random,-200.00,-200.00,-0.39
098,0.3735,random,-200.00,-200.00,-0.29
099,0.3697,argmax,-200.00,-200.00,-0.57
100,0.3660,argmax,-200.00,-200.00,-0.54
101,0.3624,random,-200.00,-200.00,-0.25
102,0.3587,argmax,-200.00,-200.00,-0.40
103,0.3552,argmax,-200.00,-200.00,-0.34
104,0.3516,argmax,-200.00,-200.00,-0.47
105,0.3481,argmax,-200.00,-200.00,-0.28
106,0.3446,random,-200.00,-200.00,-0.36
107,0.3412,argmax,-200.00,-200.00,-0.49
108,0.3378,random,-200.00,-200.00,-0.37
109,0.3344,random,-200.00,-200.00,-0.27
110,0.3310,argmax,-200.00,-200.00,-0.65
111,0.3277,random,-200.00,-200.00,-0.37
112,0.3244,random,-200.00,-200.00,-0.41
113,0.3212,argmax,-200.00,-200.00,-0.51
114,0.3180,random,-200.00,-200.00,-0.38
115,0.3148,argmax,-200.00,-200.00,-0.43
116,0.3117,argmax,-200.00,-200.00,-0.49
117,0.3085,argmax,-200.00,-200.00,-0.33
118,0.3055,argmax,-200.00,-200.00,-0.22
119,0.3024,argmax,-200.00,-200.00,-0.48
120,0.2994,random,-200.00,-200.00,-0.56
121,0.2964,argmax,-200.00,-200.00,-0.38
122,0.2934,argmax,-200.00,-200.00,-0.52
123,0.2905,random,-200.00,-200.00,-0.24
124,0.2876,argmax,-200.00,-200.00,-0.29
125,0.2847,argmax,-200.00,-200.00,-0.28
126,0.2819,argmax,-200.00,-200.00,-0.33
127,0.2790,random,-200.00,-200.00,-0.57
128,0.2763,argmax,-200.00,-200.00,-0.41
129,0.2735,random,-200.00,-200.00,-0.20
130,0.2708,argmax,-200.00,-200.00,-0.17
131,0.2680,argmax,-200.00,-200.00,-0.46
132,0.2654,argmax,-200.00,-200.00,-0.46
133,0.2627,random,-200.00,-200.00,-0.64
134,0.2601,argmax,-200.00,-200.00,-0.29
135,0.2575,argmax,-200.00,-200.00,-0.51
136,0.2549,argmax,-200.00,-200.00,-0.41
137,0.2524,argmax,-200.00,-200.00,-0.41
138,0.2498,argmax,-200.00,-200.00,-0.31
139,0.2473,random,-200.00,-200.00,-0.42
140,0.2449,argmax,-200.00,-200.00,0.01
141,0.2424,argmax,-200.00,-200.00,-0.48
142,0.2400,random,-200.00,-200.00,-0.40
143,0.2376,argmax,-200.00,-200.00,-0.56
144,0.2352,argmax,-200.00,-200.00,-0.53
145,0.2329,argmax,-200.00,-200.00,-0.50
146,0.2305,random,-200.00,-200.00,-0.38
147,0.2282,random,-200.00,-200.00,-0.40
148,0.2259,argmax,-200.00,-200.00,-0.48
149,0.2237,argmax,-200.00,-200.00,-0.55
150,0.2215,argmax,-200.00,-200.00,-0.40
151,0.2192,random,-200.00,-200.00,-0.23
152,0.2170,argmax,-200.00,-200.00,-0.45
153,0.2149,random,-200.00,-200.00,-0.52
154,0.2127,argmax,-200.00,-200.00,-0.33
155,0.2106,argmax,-200.00,-200.00,-0.49
156,0.2085,random,-200.00,-200.00,-0.48
157,0.2064,argmax,-200.00,-200.00,-0.39
158,0.2043,argmax,-200.00,-200.00,-0.22
159,0.2023,argmax,-200.00,-200.00,-0.20
160,0.2003,argmax,-200.00,-200.00,-0.38
161,0.1983,random,-200.00,-200.00,-0.57
162,0.1963,argmax,-200.00,-200.00,-0.36
163,0.1943,argmax,-200.00,-200.00,-0.41
164,0.1924,argmax,-200.00,-200.00,-0.27
165,0.1905,argmax,-200.00,-200.00,-0.33
166,0.1886,argmax,-200.00,-200.00,-0.69
167,0.1867,argmax,-200.00,-200.00,-0.33
168,0.1848,argmax,-200.00,-200.00,-0.34
169,0.1830,argmax,-200.00,-200.00,-0.53
170,0.1811,argmax,-200.00,-200.00,-0.28
171,0.1793,argmax,-200.00,-200.00,-0.32
172,0.1775,argmax,-200.00,-200.00,-0.34
173,0.1757,random,-200.00,-200.00,-0.58
174,0.1740,argmax,-200.00,-200.00,-0.38
175,0.1722,argmax,-200.00,-200.00,-0.42
176,0.1705,argmax,-200.00,-200.00,-0.73
177,0.1688,random,-200.00,-200.00,-0.36
178,0.1671,argmax,-200.00,-200.00,-0.40
179,0.1655,argmax,-200.00,-200.00,-0.35
180,0.1638,argmax,-200.00,-200.00,-0.25
181,0.1622,argmax,-200.00,-200.00,-0.34
182,0.1605,random,-200.00,-200.00,-0.16
183,0.1589,argmax,-200.00,-200.00,-0.50
184,0.1574,argmax,-200.00,-200.00,-0.37
185,0.1558,argmax,-200.00,-200.00,-0.37
186,0.1542,argmax,-200.00,-200.00,-0.38
187,0.1527,argmax,-200.00,-200.00,-0.32
188,0.1512,random,-200.00,-200.00,-0.38
189,0.1496,argmax,-200.00,-200.00,-0.39
190,0.1481,argmax,-200.00,-200.00,-0.40
191,0.1467,argmax,-200.00,-200.00,-0.34
192,0.1452,argmax,-200.00,-200.00,-0.36
193,0.1437,argmax,-200.00,-200.00,-0.30
194,0.1423,argmax,-200.00,-200.00,-0.71
195,0.1409,argmax,-200.00,-200.00,-0.04
196,0.1395,random,-200.00,-200.00,-0.26
197,0.1381,argmax,-200.00,-200.00,-0.54
198,0.1367,argmax,-200.00,-200.00,-0.66
199,0.1353,argmax,-200.00,-200.00,-0.13
200,0.1340,argmax,-200.00,-200.00,-0.44
201,0.1326,argmax,-200.00,-200.00,-0.60
202,0.1313,argmax,-200.00,-200.00,-0.58
203,0.1300,random,-200.00,-200.00,-0.52
204,0.1287,argmax,-200.00,-200.00,-0.50
205,0.1274,argmax,-200.00,-200.00,-0.43
206,0.1261,argmax,-200.00,-200.00,-0.21
207,0.1249,argmax,-200.00,-200.00,-0.81
208,0.1236,argmax,-200.00,-200.00,-0.22
209,0.1224,argmax,-200.00,-200.00,-0.05
210,0.1212,argmax,-200.00,-200.00,-0.34
211,0.1200,argmax,-200.00,-200.00,-0.49
212,0.1188,argmax,-200.00,-200.00,0.24
213,0.1176,argmax,-200.00,-200.00,-0.44
214,0.1164,argmax,-200.00,-200.00,-0.38
215,0.1152,argmax,-200.00,-200.00,-0.27
216,0.1141,argmax,-200.00,-200.00,0.04
217,0.1129,argmax,-200.00,-200.00,-0.41
218,0.1118,argmax,-200.00,-200.00,0.40
219,0.1107,argmax,-200.00,-200.00,-0.29
220,0.1096,argmax,-200.00,-200.00,-0.64
221,0.1085,argmax,-200.00,-200.00,-0.59
222,0.1074,argmax,-200.00,-200.00,-0.27
223,0.1063,argmax,-200.00,-200.00,-0.13
224,0.1053,argmax,-200.00,-200.00,-0.03
225,0.1042,random,-200.00,-200.00,-0.64
226,0.1032,argmax,-200.00,-200.00,-0.29
227,0.1021,argmax,-200.00,-200.00,-0.04
228,0.1011,argmax,-200.00,-200.00,-0.40
229,0.1001,argmax,-200.00,-200.00,-0.48
230,0.0991,argmax,-200.00,-200.00,-0.30
231,0.0981,random,-5.00,-198.05,0.51
232,0.0971,random,-200.00,-198.05,-0.31
233,0.0962,argmax,-200.00,-198.05,-0.37
234,0.0952,argmax,-200.00,-198.05,-0.41
235,0.0942,argmax,-200.00,-198.05,-0.48
236,0.0933,argmax,-200.00,-198.05,-0.20
237,0.0924,argmax,-200.00,-198.05,-0.20
238,0.0914,argmax,-200.00,-198.05,-0.36
239,0.0905,argmax,-200.00,-198.05,-0.51
240,0.0896,argmax,-200.00,-198.05,-0.44
241,0.0887,argmax,-200.00,-198.05,-0.77
242,0.0878,argmax,-200.00,-198.05,-0.79
