Episode,Epsilon,Action Type,Score,Avg Score,Position
74,0.4753,random,-200.0,-200.0,-0.25
75,0.4706,random,-200.0,-200.0,-0.26
76,0.4659,argmax,-200.0,-200.0,-0.62
77,0.4612,argmax,-200.0,-200.0,-0.21
78,0.4566,random,-200.0,-200.0,-0.33
79,0.452,random,-200.0,-200.0,-0.43
80,0.4475,random,-200.0,-200.0,-0.48
81,0.443,argmax,-200.0,-200.0,-0.5
82,0.4386,argmax,-200.0,-200.0,-0.36
83,0.4342,argmax,-200.0,-200.0,-0.44
84,0.4299,random,-200.0,-200.0,-0.33
85,0.4256,argmax,-200.0,-200.0,-0.44
86,0.4213,argmax,-200.0,-200.0,-0.62
87,0.4171,argmax,-200.0,-200.0,-0.71
88,0.4129,random,-200.0,-200.0,-0.45
89,0.4088,argmax,-200.0,-200.0,-0.43
90,0.4047,argmax,-200.0,-200.0,-0.31
91,0.4007,random,-200.0,-200.0,-0.53
92,0.3967,random,-200.0,-200.0,-0.29
93,0.3927,random,-200.0,-200.0,-0.37
94,0.3888,argmax,-200.0,-200.0,-0.52
95,0.3849,argmax,-200.0,-200.0,-0.34
96,0.381,argmax,-200.0,-200.0,-0.58
97,0.3772,argmax,-200.0,-200.0,-0.52
98,0.3735,argmax,-200.0,-200.0,-0.28
99,0.3697,argmax,-200.0,-200.0,-0.4
100,0.366,random,-200.0,-200.0,-0.38
101,0.3624,random,-200.0,-200.0,-0.46
102,0.3587,argmax,-200.0,-200.0,-0.18
103,0.3552,argmax,-200.0,-200.0,-0.17
104,0.3516,random,-200.0,-200.0,-0.32
105,0.3481,random,-200.0,-200.0,-0.5
106,0.3446,random,-200.0,-200.0,-0.48
107,0.3412,argmax,-200.0,-200.0,-0.49
108,0.3378,random,-200.0,-200.0,-0.52
109,0.3344,random,-200.0,-200.0,-0.39
110,0.331,argmax,-200.0,-200.0,-0.12
111,0.3277,random,-200.0,-200.0,-0.38
112,0.3244,argmax,-200.0,-200.0,-0.53
113,0.3212,argmax,-200.0,-200.0,-0.4
114,0.318,argmax,-200.0,-200.0,-0.51
115,0.3148,argmax,-200.0,-200.0,-0.52
116,0.3117,argmax,-200.0,-200.0,-0.43
117,0.3085,argmax,-200.0,-200.0,-0.37
118,0.3055,argmax,-200.0,-200.0,-0.74
119,0.3024,argmax,-200.0,-200.0,-0.47
120,0.2994,argmax,-200.0,-200.0,-0.49
121,0.2964,random,-200.0,-200.0,-0.28
122,0.2934,argmax,-200.0,-200.0,-0.62
123,0.2905,random,-200.0,-200.0,-0.21
124,0.2876,argmax,-200.0,-200.0,-0.43
125,0.2847,argmax,-200.0,-200.0,-0.44
126,0.2819,argmax,-200.0,-200.0,-0.66
127,0.279,argmax,-200.0,-200.0,-0.97
128,0.2763,argmax,-200.0,-200.0,-0.36
129,0.2735,argmax,-200.0,-200.0,-0.3
130,0.2708,random,-200.0,-200.0,-0.56
131,0.268,argmax,-200.0,-200.0,-0.3
132,0.2654,argmax,-200.0,-200.0,-0.31
133,0.2627,argmax,-200.0,-200.0,-0.4
134,0.2601,argmax,-200.0,-200.0,-0.48
135,0.2575,argmax,-200.0,-200.0,-0.33
136,0.2549,argmax,-200.0,-200.0,-0.38
137,0.2524,argmax,-200.0,-200.0,-0.5
138,0.2498,argmax,-200.0,-200.0,-0.11
139,0.2473,argmax,-200.0,-200.0,-0.36
140,0.2449,random,-200.0,-200.0,-0.85
141,0.2424,argmax,-200.0,-200.0,-0.57
142,0.24,argmax,-200.0,-200.0,-0.35
143,0.2376,random,-200.0,-200.0,-0.43
144,0.2352,argmax,-200.0,-200.0,-0.57
145,0.2329,argmax,-200.0,-200.0,-0.68
146,0.2305,random,-200.0,-200.0,-0.77
147,0.2282,random,-200.0,-200.0,-0.42
148,0.2259,random,-200.0,-200.0,-0.2
149,0.2237,argmax,-200.0,-200.0,-0.43
150,0.2215,argmax,-200.0,-200.0,-0.06
151,0.2192,argmax,-200.0,-200.0,-0.42
152,0.217,argmax,-200.0,-200.0,-0.81
153,0.2149,argmax,-200.0,-200.0,-0.58
154,0.2127,argmax,-200.0,-200.0,-0.4
155,0.2106,argmax,-200.0,-200.0,-0.74
156,0.2085,argmax,-200.0,-200.0,-0.56
157,0.2064,argmax,-200.0,-200.0,0.0
158,0.2043,argmax,-200.0,-200.0,-0.4
159,0.2023,argmax,-200.0,-200.0,-0.99
160,0.2003,argmax,-200.0,-200.0,-1.05
161,0.1983,argmax,-47.0,-198.47,0.52
162,0.1963,random,-200.0,-198.47,-0.49
163,0.1943,argmax,-200.0,-198.47,-0.54
164,0.1924,argmax,-200.0,-198.47,-0.47
165,0.1905,argmax,-200.0,-198.47,0.37
166,0.1886,argmax,-200.0,-198.47,-0.81
167,0.1867,random,-200.0,-198.47,-0.54
168,0.1848,random,-200.0,-198.47,-0.46
169,0.183,argmax,-200.0,-198.47,-0.48
170,0.1811,argmax,-200.0,-198.47,-0.23
171,0.1793,argmax,-200.0,-198.47,-0.61
172,0.1775,argmax,-200.0,-198.47,-0.64
173,0.1757,argmax,-200.0,-198.47,-0.69
174,0.174,argmax,-200.0,-198.47,-0.17
175,0.1722,random,-200.0,-198.47,-0.19
176,0.1705,argmax,-200.0,-198.47,-0.06
177,0.1688,argmax,-200.0,-198.47,-0.54
178,0.1671,argmax,-77.0,-197.24,0.53
179,0.1655,argmax,-200.0,-197.24,-0.28
180,0.1638,argmax,-200.0,-197.24,-0.82
181,0.1622,argmax,-200.0,-197.24,-0.03
182,0.1605,argmax,-94.0,-196.18,0.51
183,0.1589,argmax,-200.0,-196.18,-0.2
184,0.1574,argmax,-200.0,-196.18,-0.5
185,0.1558,argmax,-200.0,-196.18,-0.81
186,0.1542,random,-200.0,-196.18,-0.67
187,0.1527,argmax,-200.0,-196.18,-0.48
188,0.1512,argmax,-200.0,-196.18,-0.69
189,0.1496,argmax,-200.0,-196.18,-0.08
190,0.1481,argmax,-83.0,-195.01,0.5
191,0.1467,argmax,-200.0,-195.01,-0.5
192,0.1452,random,-200.0,-195.01,-0.82
193,0.1437,argmax,-200.0,-195.01,-0.7
194,0.1423,argmax,-200.0,-195.01,-0.26
195,0.1409,argmax,-200.0,-195.01,-0.39
196,0.1395,argmax,-54.0,-193.55,0.52
197,0.1381,argmax,-66.0,-192.21,0.51
198,0.1367,random,-200.0,-192.21,-0.56
199,0.1353,argmax,-200.0,-192.21,-0.45
200,0.134,argmax,-200.0,-192.21,0.08
201,0.1326,argmax,-200.0,-192.21,-0.94
202,0.1313,argmax,-200.0,-192.21,-0.4
203,0.13,argmax,-200.0,-192.21,-1.12
204,0.1287,argmax,-54.0,-190.75,0.52
205,0.1274,argmax,-200.0,-190.75,0.15
206,0.1261,argmax,-200.0,-190.75,-0.74
207,0.1249,argmax,-200.0,-190.75,-0.85
208,0.1236,argmax,-200.0,-190.75,-0.78
209,0.1224,argmax,-200.0,-190.75,-0.76
210,0.1212,argmax,-200.0,-190.75,-0.31
211,0.12,random,-200.0,-190.75,-0.37
212,0.1188,argmax,-200.0,-190.75,-0.09
213,0.1176,argmax,-200.0,-190.75,-0.44
214,0.1164,argmax,-200.0,-190.75,-0.54
215,0.1152,argmax,-200.0,-190.75,-0.54
216,0.1141,argmax,-200.0,-190.75,-0.35
217,0.1129,argmax,-200.0,-190.75,-0.61
218,0.1118,argmax,-200.0,-190.75,-0.5
219,0.1107,argmax,-200.0,-190.75,-0.74
220,0.1096,argmax,-200.0,-190.75,-0.8
221,0.1085,argmax,-200.0,-190.75,-0.72
222,0.1074,argmax,-200.0,-190.75,-0.58
223,0.1063,argmax,-200.0,-190.75,0.47
224,0.1053,argmax,-98.0,-189.73,0.52
225,0.1042,argmax,-94.0,-188.67,0.5
226,0.1032,random,-200.0,-188.67,-0.56
227,0.1021,argmax,-200.0,-188.67,0.01
228,0.1011,argmax,-200.0,-188.67,-0.67
229,0.1001,argmax,-200.0,-188.67,-0.77
230,0.0991,argmax,-200.0,-188.67,0.0
231,0.0981,argmax,-61.0,-187.28,0.51
232,0.0971,argmax,-200.0,-187.28,-0.3
233,0.0962,argmax,-200.0,-187.28,-0.72
234,0.0952,argmax,-200.0,-187.28,-0.56
235,0.0942,argmax,-200.0,-187.28,-0.6
236,0.0933,argmax,-200.0,-187.28,-0.11
237,0.0924,argmax,-200.0,-187.28,-0.43
238,0.0914,argmax,-200.0,-187.28,-0.69
239,0.0905,argmax,-200.0,-187.28,0.18
240,0.0896,argmax,-200.0,-187.28,-0.69
241,0.0887,argmax,-200.0,-187.28,0.25
242,0.0878,random,-200.0,-187.28,-0.03
243,0.087,argmax,-200.0,-187.28,-0.38
244,0.0861,argmax,-200.0,-187.28,-0.41
245,0.0852,argmax,-200.0,-187.28,-0.35
246,0.0844,argmax,-200.0,-187.28,-0.41
247,0.0835,argmax,-34.0,-185.62,0.5
248,0.0827,argmax,-200.0,-185.62,-0.8
249,0.0819,random,-38.0,-184.0,0.51
250,0.0811,argmax,-200.0,-184.0,-0.49
251,0.0802,random,-200.0,-184.0,-0.21
252,0.0794,argmax,-200.0,-184.0,-0.03
253,0.0787,argmax,-200.0,-184.0,0.0
254,0.0779,argmax,-200.0,-184.0,-0.68
255,0.0771,argmax,-200.0,-184.0,-0.12
256,0.0763,argmax,-200.0,-184.0,-0.44
257,0.0756,argmax,-200.0,-184.0,-0.34
258,0.0748,argmax,-200.0,-184.0,-0.9
259,0.074,argmax,-26.0,-182.26,0.5
260,0.0733,argmax,-200.0,-182.26,-0.33
261,0.0726,argmax,-200.0,-183.79,-0.24
262,0.0718,argmax,-200.0,-183.79,-0.3
263,0.0711,argmax,-200.0,-183.79,0.03
264,0.0704,argmax,-200.0,-183.79,0.33
265,0.0697,random,-200.0,-183.79,0.04
266,0.069,argmax,-200.0,-183.79,-0.5
267,0.0683,argmax,-200.0,-183.79,-0.44
268,0.0676,argmax,-200.0,-183.79,-0.55
269,0.067,argmax,-200.0,-183.79,0.37
270,0.0663,argmax,-200.0,-183.79,-0.07
271,0.0656,argmax,-200.0,-183.79,-0.29
272,0.065,argmax,-200.0,-183.79,-0.3
273,0.0643,argmax,-100.0,-182.79,0.51
274,0.0637,argmax,-200.0,-182.79,-0.51
275,0.063,random,-200.0,-182.79,-0.44
276,0.0624,argmax,-200.0,-182.79,-0.41
277,0.0618,random,-200.0,-182.79,-0.15
278,0.0612,argmax,-200.0,-184.02,-0.35
279,0.0606,argmax,-200.0,-184.02,-0.87
280,0.06,argmax,-200.0,-184.02,-0.56
281,0.0594,random,-200.0,-184.02,0.12
282,0.0588,random,-200.0,-185.08,-0.63
283,0.0582,argmax,-200.0,-185.08,-0.51
284,0.0576,argmax,-200.0,-185.08,-0.53
285,0.057,argmax,-200.0,-185.08,-0.4
286,0.0565,random,-200.0,-185.08,-0.07
287,0.0559,argmax,-200.0,-185.08,-0.22
288,0.0553,argmax,-200.0,-185.08,-0.45
289,0.0548,argmax,-200.0,-185.08,-0.56
290,0.0542,argmax,-200.0,-186.25,-0.37
291,0.0537,argmax,-200.0,-186.25,-0.32
292,0.0531,argmax,-200.0,-186.25,-0.11
293,0.0526,argmax,-200.0,-186.25,-0.49
294,0.0521,argmax,-58.0,-184.83,0.51
295,0.0516,argmax,-200.0,-184.83,-0.7
296,0.0511,argmax,-200.0,-186.29,0.27
297,0.0505,argmax,-200.0,-187.63,-0.65
298,0.05,argmax,-200.0,-187.63,-0.84
299,0.0495,argmax,-200.0,-187.63,-0.05
300,0.049,argmax,-200.0,-187.63,-0.93
301,0.0486,argmax,-200.0,-187.63,-0.7
302,0.0481,argmax,-200.0,-187.63,-0.13
303,0.0476,argmax,-200.0,-187.63,-0.46
304,0.0471,argmax,-200.0,-189.09,-0.22
305,0.0466,argmax,-200.0,-189.09,-0.29
306,0.0462,argmax,-200.0,-189.09,-0.74
307,0.0457,argmax,-31.0,-187.4,0.52
308,0.0453,random,-200.0,-187.4,-0.43
309,0.0448,argmax,-200.0,-187.4,-0.33
310,0.0444,argmax,-200.0,-187.4,-0.35
311,0.0439,argmax,-200.0,-187.4,-0.26
312,0.0435,argmax,-200.0,-187.4,-0.69
313,0.043,argmax,-90.0,-186.3,0.53
314,0.0426,argmax,-200.0,-186.3,-0.55
315,0.0422,argmax,-200.0,-186.3,-0.69
316,0.0418,argmax,-200.0,-186.3,-0.89
317,0.0413,argmax,-200.0,-186.3,-0.4
318,0.0409,argmax,-200.0,-186.3,-0.51
319,0.0405,random,-200.0,-186.3,-0.44
320,0.0401,argmax,-200.0,-186.3,-0.23
321,0.0397,argmax,-200.0,-186.3,-0.4
322,0.0393,argmax,-200.0,-186.3,-0.78
323,0.0389,argmax,-200.0,-186.3,-0.49
324,0.0385,random,-200.0,-187.32,-0.51
325,0.0381,argmax,-200.0,-188.38,-0.4
326,0.0378,argmax,-200.0,-188.38,-0.23
327,0.0374,argmax,-200.0,-188.38,-0.76
328,0.037,argmax,-200.0,-188.38,0.07
329,0.0366,argmax,-200.0,-188.38,-0.83
330,0.0363,argmax,-200.0,-188.38,-0.49
331,0.0359,argmax,-200.0,-189.77,-0.03
332,0.0356,random,-200.0,-189.77,-0.72
333,0.0352,argmax,-200.0,-189.77,0.38
334,0.0348,argmax,-200.0,-189.77,0.13
335,0.0345,argmax,-200.0,-189.77,-0.56
336,0.0342,random,-200.0,-189.77,-0.3
337,0.0338,argmax,-200.0,-189.77,-0.6
338,0.0335,argmax,-200.0,-189.77,-0.2
339,0.0331,argmax,-200.0,-189.77,-0.42
340,0.0328,random,-200.0,-189.77,-0.52
341,0.0325,argmax,-200.0,-189.77,-1.07
342,0.0322,argmax,-200.0,-189.77,-0.47
343,0.0318,argmax,-200.0,-189.77,-0.84
344,0.0315,argmax,-200.0,-189.77,-0.52
345,0.0312,argmax,-200.0,-189.77,-0.09
346,0.0309,argmax,-200.0,-189.77,-0.9
347,0.0306,argmax,-200.0,-191.43,-0.12
348,0.0303,argmax,-200.0,-191.43,0.17
349,0.03,argmax,-200.0,-193.05,-0.53
350,0.0297,argmax,-200.0,-193.05,-0.51
351,0.0294,argmax,-200.0,-193.05,-0.64
352,0.0291,argmax,-57.0,-191.62,0.51
353,0.0288,argmax,-200.0,-191.62,-0.12
354,0.0285,argmax,-200.0,-191.62,-0.85
355,0.0282,argmax,-200.0,-191.62,-0.78
356,0.0279,argmax,-200.0,-191.62,-0.72
357,0.0277,argmax,-200.0,-191.62,-0.97
358,0.0274,argmax,-200.0,-191.62,-0.85
359,0.0271,argmax,-200.0,-193.36,-0.75
360,0.0268,argmax,-200.0,-193.36,-1.05
361,0.0266,argmax,-27.0,-191.63,0.52
362,0.0263,argmax,-200.0,-191.63,-0.87
363,0.026,argmax,-200.0,-191.63,-0.31
364,0.0258,argmax,-21.0,-189.84,0.51
365,0.0255,argmax,-200.0,-189.84,-0.32
366,0.0253,argmax,-200.0,-189.84,0.38
367,0.025,argmax,-200.0,-189.84,0.16
368,0.0248,argmax,-200.0,-189.84,-0.71
369,0.0245,argmax,-87.0,-188.71,0.51
370,0.0243,argmax,-200.0,-188.71,-0.45
371,0.024,argmax,-200.0,-188.71,-0.52
372,0.0238,argmax,-200.0,-188.71,-0.43
373,0.0235,argmax,-200.0,-189.71,-0.09
374,0.0233,argmax,-46.0,-188.17,0.51
375,0.0231,argmax,-200.0,-188.17,-0.33
376,0.0228,argmax,-200.0,-188.17,0.23
377,0.0226,argmax,-200.0,-188.17,-0.21
378,0.0224,argmax,-200.0,-188.17,0.41
379,0.0222,argmax,-200.0,-188.17,-0.29
380,0.0219,argmax,-200.0,-188.17,-0.15
381,0.0217,argmax,-200.0,-188.17,-0.48
382,0.0215,argmax,-200.0,-188.17,-0.64
383,0.0213,argmax,-200.0,-188.17,-1.06
384,0.0211,argmax,-200.0,-188.17,-0.58
385,0.0209,argmax,-200.0,-188.17,-0.52
386,0.0207,argmax,-200.0,-188.17,-0.39
387,0.0205,argmax,-200.0,-188.17,-0.2
388,0.0203,argmax,-200.0,-188.17,-0.61
389,0.02,argmax,-200.0,-188.17,-0.14
390,0.0198,argmax,-200.0,-188.17,-0.01
391,0.0196,argmax,-200.0,-188.17,-0.94
392,0.0195,argmax,-200.0,-188.17,-0.28
393,0.0193,argmax,-200.0,-188.17,-0.14
394,0.0191,argmax,-200.0,-189.59,-0.49
395,0.0189,argmax,-200.0,-189.59,0.29
396,0.0187,argmax,-200.0,-189.59,-0.77
397,0.0185,argmax,-200.0,-189.59,0.22
398,0.0183,argmax,-200.0,-189.59,-0.36
399,0.0181,argmax,-200.0,-189.59,-0.45
400,0.018,argmax,-200.0,-189.59,-0.5
401,0.0178,argmax,-200.0,-189.59,-1.15
402,0.0176,argmax,-200.0,-189.59,0.01
403,0.0174,argmax,-200.0,-189.59,0.25
404,0.0172,argmax,-200.0,-189.59,-0.21
405,0.0171,argmax,-200.0,-189.59,-0.18
406,0.0169,argmax,-200.0,-189.59,0.31
407,0.0167,argmax,-96.0,-190.24,0.51
408,0.0166,argmax,-200.0,-190.24,-0.76
409,0.0164,argmax,-200.0,-190.24,-0.58
410,0.0162,random,-200.0,-190.24,-0.87
411,0.0161,argmax,-200.0,-190.24,-0.82
412,0.0159,argmax,-200.0,-190.24,-0.4
413,0.0158,argmax,-200.0,-191.34,-0.32
414,0.0156,argmax,-200.0,-191.34,-0.24
415,0.0154,argmax,-200.0,-191.34,-0.8
416,0.0153,argmax,-200.0,-191.34,-0.25
417,0.0151,argmax,-42.0,-189.76,0.51
418,0.015,argmax,-86.0,-188.62,0.51
419,0.0148,argmax,-200.0,-188.62,-0.19
420,0.0147,argmax,-200.0,-188.62,0.12
421,0.0145,argmax,-200.0,-188.62,-0.68
422,0.0144,argmax,-200.0,-188.62,-0.44
423,0.0142,argmax,-200.0,-188.62,-0.69
424,0.0141,argmax,-200.0,-188.62,-0.73
425,0.014,argmax,-200.0,-188.62,-0.39
426,0.0138,argmax,-200.0,-188.62,0.23
427,0.0137,argmax,-200.0,-188.62,-0.68
428,0.0135,argmax,-98.0,-187.6,0.52
429,0.0134,argmax,-200.0,-187.6,0.08
430,0.0133,argmax,-200.0,-187.6,-0.52
431,0.0131,argmax,-200.0,-187.6,-0.41
432,0.013,argmax,-200.0,-187.6,-0.85
433,0.0129,argmax,-200.0,-187.6,-0.45
434,0.0128,argmax,-200.0,-187.6,0.02
435,0.0126,argmax,-200.0,-187.6,-0.74
436,0.0125,argmax,-200.0,-187.6,-0.51
437,0.0124,argmax,-200.0,-187.6,-0.52
438,0.0123,argmax,-200.0,-187.6,-0.4
439,0.0121,argmax,-200.0,-187.6,-0.2
440,0.012,argmax,-200.0,-187.6,-0.25
441,0.0119,argmax,-200.0,-187.6,0.26
442,0.0118,argmax,-200.0,-187.6,-0.8
443,0.0117,argmax,-200.0,-187.6,-0.34
444,0.0115,argmax,-200.0,-187.6,-0.15
445,0.0114,argmax,-200.0,-187.6,-0.41
446,0.0113,argmax,-200.0,-187.6,-0.37
447,0.0112,argmax,-200.0,-187.6,-0.49
448,0.0111,argmax,-85.0,-186.45,0.5
449,0.011,argmax,-200.0,-186.45,0.07
450,0.0109,argmax,-200.0,-186.45,-1.06
451,0.0108,argmax,-200.0,-186.45,-0.66
452,0.0106,argmax,-200.0,-187.88,0.02
453,0.0105,argmax,-200.0,-187.88,-0.36
454,0.0104,argmax,-200.0,-187.88,-0.47
455,0.0103,argmax,-200.0,-187.88,-0.59
456,0.0102,argmax,-200.0,-187.88,-0.32
457,0.0101,argmax,-200.0,-187.88,0.14
458,0.01,argmax,-200.0,-187.88,-0.68
459,0.01,argmax,-200.0,-187.88,0.35
460,0.01,argmax,-200.0,-187.88,-0.06
461,0.01,argmax,-200.0,-189.61,-0.54
462,0.01,argmax,-200.0,-189.61,-0.04
463,0.01,argmax,-200.0,-189.61,-0.23
464,0.01,argmax,-200.0,-191.4,-0.31
465,0.01,argmax,-200.0,-191.4,-0.7
466,0.01,argmax,-84.0,-190.24,0.51
467,0.01,argmax,-200.0,-190.24,0.17
468,0.01,argmax,-200.0,-190.24,-0.54
469,0.01,argmax,-31.0,-189.68,0.52
470,0.01,argmax,-200.0,-189.68,-0.44
471,0.01,argmax,-200.0,-189.68,0.14
472,0.01,argmax,-200.0,-189.68,-0.91
473,0.01,argmax,-200.0,-189.68,-0.49
474,0.01,argmax,-200.0,-191.22,-0.56
475,0.01,argmax,-200.0,-191.22,-0.26
476,0.01,argmax,-200.0,-191.22,0.16
477,0.01,argmax,-200.0,-191.22,-1.19
478,0.01,argmax,-46.0,-189.68,0.52
479,0.01,argmax,-200.0,-189.68,-0.71
480,0.01,argmax,-200.0,-189.68,-1.1
481,0.01,argmax,-200.0,-189.68,0.28
482,0.01,argmax,-200.0,-189.68,-0.49
483,0.01,argmax,-200.0,-189.68,-0.57
484,0.01,argmax,-200.0,-189.68,-0.35
485,0.01,argmax,-28.0,-187.96,0.51
486,0.01,argmax,-200.0,-187.96,-0.42
487,0.01,argmax,-200.0,-187.96,-0.24
488,0.01,argmax,-200.0,-187.96,-0.59
489,0.01,argmax,-200.0,-187.96,-0.31
490,0.01,argmax,-200.0,-187.96,-0.73
491,0.01,argmax,-200.0,-187.96,-0.48
492,0.01,argmax,-200.0,-187.96,-0.71
493,0.01,argmax,-200.0,-187.96,-0.37
494,0.01,argmax,-200.0,-187.96,-0.35
495,0.01,argmax,-200.0,-187.96,-0.49
496,0.01,argmax,-200.0,-187.96,-0.6
497,0.01,argmax,-200.0,-187.96,-0.42
498,0.01,argmax,-200.0,-187.96,-0.48
499,0.01,argmax,-200.0,-187.96,-0.36
500,0.01,argmax,-200.0,-187.96,-0.32
501,0.01,argmax,-200.0,-187.96,-0.09
502,0.01,argmax,-200.0,-187.96,-0.17
503,0.01,argmax,-200.0,-187.96,-0.45
504,0.01,argmax,-200.0,-187.96,-0.73
505,0.01,argmax,-200.0,-187.96,-0.46
506,0.01,random,-200.0,-187.96,-0.33
507,0.01,argmax,-200.0,-189.0,-0.4
508,0.01,argmax,-200.0,-189.0,-1.07
509,0.01,argmax,-200.0,-189.0,-0.52
510,0.01,argmax,-200.0,-189.0,-0.68
511,0.01,random,-200.0,-189.0,-0.48
512,0.01,argmax,-200.0,-189.0,-0.16
513,0.01,argmax,-200.0,-189.0,-0.65
514,0.01,argmax,-200.0,-189.0,-0.7
515,0.01,argmax,-200.0,-189.0,-0.76
516,0.01,argmax,-200.0,-189.0,-0.5
517,0.01,argmax,-200.0,-190.58,-0.37
518,0.01,argmax,-200.0,-191.72,-0.55
519,0.01,argmax,-200.0,-191.72,-0.35
520,0.01,argmax,-200.0,-191.72,-0.38
521,0.01,random,-200.0,-191.72,-0.43
522,0.01,argmax,-200.0,-191.72,-0.45
523,0.01,argmax,-200.0,-191.72,-0.13
524,0.01,argmax,-200.0,-191.72,-0.48
525,0.01,argmax,-200.0,-191.72,-0.78
526,0.01,argmax,-200.0,-191.72,0.19
527,0.01,argmax,-200.0,-191.72,-0.79
528,0.01,argmax,-200.0,-192.74,-0.44
529,0.01,argmax,-200.0,-192.74,-0.64
530,0.01,argmax,-200.0,-192.74,-0.23
531,0.01,argmax,-200.0,-192.74,-0.49
532,0.01,argmax,-200.0,-192.74,-0.22
533,0.01,argmax,-200.0,-192.74,-1.15
534,0.01,argmax,-200.0,-192.74,-0.49
535,0.01,argmax,-200.0,-192.74,-0.34
536,0.01,argmax,-200.0,-192.74,-1.2
537,0.01,argmax,-200.0,-192.74,-0.99
538,0.01,argmax,-58.0,-191.32,0.51
539,0.01,argmax,-87.0,-190.19,0.51
540,0.01,argmax,-200.0,-190.19,0.19
541,0.01,argmax,-200.0,-190.19,-0.4
542,0.01,argmax,-200.0,-190.19,-0.25
543,0.01,argmax,-200.0,-190.19,-0.46
544,0.01,argmax,-200.0,-190.19,-0.78
545,0.01,argmax,-200.0,-190.19,-0.8
546,0.01,argmax,-200.0,-190.19,-0.41
547,0.01,argmax,-32.0,-188.51,0.5
548,0.01,argmax,-76.0,-188.42,0.51
549,0.01,argmax,-200.0,-188.42,-0.18
550,0.01,argmax,-200.0,-188.42,-0.6
551,0.01,argmax,-200.0,-188.42,-0.32
552,0.01,argmax,-200.0,-188.42,-0.61
